sample_id,ticket_date,person_id,区县地址,街道地址,mapped_l1_name,mapped_l2_name,是否回访,问题是否解决,是否热点,承办单位,text_subject_id,text_subject_type,text_place_id,text_place_type,address_id,has_address_id,has_text_place_id,has_text_subject_id,sanitized_text,person_total_complaints,address_total_complaints
194,2024-03-19,P00049,乙区,乙区-街道1,主题大类4,主题小类4-2,是,否,否,承办单位E,TS00032,主体类型4,TP00144,地点类型2,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0194。,4,22
195,2024-05-13,P00076,丙区,丙区-街道3,主题大类4,主题小类4-2,否,否,否,承办单位A,TS00041,主体类型3,TP00106,地点类型4,A00113,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0195。,3,2
196,2024-05-07,P00171,丙区,丙区-街道1,主题大类4,主题小类4-2,否,是,否,承办单位A,TS00021,主体类型3,TP00190,地点类型1,A00082,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0196。,2,2
197,2024-03-27,,乙区,乙区-街道3,主题大类2,主题小类2-2,否,否,是,承办单位A,TS00146,主体类型3,TP00026,地点类型5,A00098,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0197。,0,5
198,2024-05-13,,丙区,丙区-街道3,主题大类1,主题小类1-2,否,是,否,承办单位D,TS00031,主体类型3,TP00087,地点类型4,A00054,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0198。,0,3
199,2024-03-26,P00040,丙区,丙区-街道3,主题大类3,主题小类3-2,否,否,否,承办单位E,TS00129,主体类型4,TP00003,地点类型1,A00015,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0199。,7,4
200,2024-03-19,P00001,丙区,丙区-街道1,主题大类4,主题小类4-2,是,是,否,承办单位B,TS00128,主体类型4,TP00102,地点类型3,A00003,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0200。,19,11
201,2024-04-10,P00150,甲区,甲区-街道3,主题大类3,主题小类3-1,否,是,否,承办单位D,TS00017,主体类型4,TP00103,地点类型5,A00110,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0201。,2,1
202,2024-04-16,P00001,甲区,甲区-街道1,主题大类4,主题小类4-2,否,否,否,承办单位D,TS00062,主体类型3,TP00195,地点类型5,A00003,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0202。,19,11
203,2024-03-25,P00112,甲区,甲区-街道2,主题大类2,主题小类2-1,是,是,否,承办单位A,TS00025,主体类型4,,,A00077,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0203。,1,5
204,2024-04-09,,丙区,丙区-街道1,主题大类1,主题小类1-2,否,否,是,承办单位B,TS00039,主体类型4,TP00110,地点类型2,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0204。,0,22
205,2024-03-05,P00106,乙区,乙区-街道1,主题大类3,主题小类3-2,否,否,否,承办单位A,TS00133,主体类型4,TP00189,地点类型2,A00005,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0205。,2,8
206,2024-04-01,P00033,甲区,甲区-街道1,主题大类2,主题小类2-2,是,否,是,承办单位E,TS00028,主体类型4,TP00022,地点类型2,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0206。,4,14
207,2024-05-13,P00005,丙区,丙区-街道1,主题大类2,主题小类2-2,是,否,是,承办单位D,,,TP00104,地点类型3,A00011,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0207。,7,5
208,2024-03-14,,甲区,甲区-街道1,主题大类3,主题小类3-1,否,是,是,承办单位A,TS00122,主体类型1,TP00059,地点类型4,A00049,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0208。,0,6
209,2024-03-16,P00079,乙区,乙区-街道1,主题大类1,主题小类1-1,否,否,是,承办单位A,,,TP00008,地点类型1,A00007,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0209。,2,7
210,2024-03-07,,乙区,乙区-街道1,主题大类1,主题小类1-1,是,是,是,承办单位D,TS00001,主体类型4,TP00064,地点类型5,A00069,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0210。,0,2
211,2024-03-31,P00087,甲区,甲区-街道1,主题大类4,主题小类4-2,是,是,是,承办单位B,TS00116,主体类型3,,,A00111,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0211。,2,4
212,2024-05-05,P00020,乙区,乙区-街道3,主题大类1,主题小类1-2,否,是,否,承办单位E,TS00061,主体类型3,TP00001,地点类型2,A00029,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0212。,5,1
213,2024-04-19,P00239,乙区,乙区-街道2,主题大类4,主题小类4-2,是,否,否,承办单位A,TS00131,主体类型3,TP00078,地点类型2,A00102,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0213。,2,1
214,2024-05-10,P00018,乙区,乙区-街道1,主题大类4,主题小类4-2,否,是,否,承办单位A,,,TP00195,地点类型5,A00053,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0214。,6,3
215,2024-04-06,P00130,甲区,甲区-街道2,主题大类3,主题小类3-2,否,是,否,承办单位D,,,TP00110,地点类型1,,0,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0215。,2,0
216,2024-05-08,,丙区,丙区-街道3,主题大类3,主题小类3-2,否,否,否,承办单位A,TS00141,主体类型2,TP00142,地点类型5,A00021,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0216。,0,4
217,2024-04-06,P00232,甲区,甲区-街道1,主题大类4,主题小类4-1,否,是,否,承办单位A,,,,,A00013,1,0,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0217。,1,6
218,2024-05-05,P00031,甲区,甲区-街道2,主题大类3,主题小类3-2,否,是,否,承办单位B,TS00035,主体类型4,TP00160,地点类型5,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0218。,4,0
219,2024-04-04,,乙区,乙区-街道1,主题大类4,主题小类4-2,否,否,否,承办单位A,TS00093,主体类型3,TP00181,地点类型2,A00079,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0219。,0,4
220,2024-03-16,P00001,丙区,丙区-街道2,主题大类1,主题小类1-1,否,是,是,承办单位E,TS00141,主体类型4,TP00110,地点类型3,A00032,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0220。,19,5
221,2024-03-04,P00056,乙区,乙区-街道1,主题大类2,主题小类2-1,是,否,否,承办单位C,TS00014,主体类型2,,,A00037,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0221。,2,5
222,2024-03-20,P00010,甲区,甲区-街道1,主题大类3,主题小类3-1,否,是,否,承办单位D,TS00087,主体类型4,TP00023,地点类型4,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0222。,6,14
223,2024-04-07,P00059,丙区,丙区-街道1,主题大类4,主题小类4-1,否,是,否,承办单位A,TS00099,主体类型3,TP00003,地点类型5,A00090,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0223。,1,3
224,2024-03-29,P00043,乙区,乙区-街道2,主题大类3,主题小类3-1,否,否,否,承办单位B,TS00012,主体类型4,TP00170,地点类型5,A00054,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0224。,2,3
225,2024-04-03,P00172,丙区,丙区-街道2,主题大类3,主题小类3-1,否,是,否,承办单位E,TS00019,主体类型3,,,A00071,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0225。,2,4
226,2024-04-19,P00072,丙区,丙区-街道3,主题大类2,主题小类2-2,是,否,否,承办单位D,TS00121,主体类型4,TP00036,地点类型1,A00032,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0226。,6,5
227,2024-04-02,P00164,乙区,乙区-街道3,主题大类3,主题小类3-1,否,否,否,承办单位D,TS00079,主体类型1,,,A00001,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0227。,4,22
228,2024-03-31,P00116,丙区,丙区-街道1,主题大类4,主题小类4-1,是,否,否,承办单位E,,,,,A00016,1,0,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0228。,1,4
229,2024-04-25,P00057,乙区,乙区-街道1,主题大类2,主题小类2-1,否,是,否,承办单位E,TS00037,主体类型1,TP00008,地点类型4,A00003,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0229。,1,11
230,2024-03-12,,丙区,丙区-街道1,主题大类1,主题小类1-1,否,否,否,承办单位E,TS00141,主体类型4,TP00073,地点类型2,A00008,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0230。,0,8
231,2024-03-24,P00018,甲区,甲区-街道2,主题大类2,主题小类2-2,是,是,否,承办单位D,,,TP00134,地点类型4,A00011,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0231。,6,5
232,2024-05-01,P00002,乙区,乙区-街道3,主题大类2,主题小类2-2,否,否,否,承办单位A,TS00090,主体类型4,,,A00004,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0232。,14,10
233,2024-04-25,P00007,甲区,甲区-街道3,主题大类4,主题小类4-1,否,否,是,承办单位C,TS00051,主体类型2,TP00127,地点类型4,A00040,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0233。,4,3
234,2024-03-05,P00138,丙区,丙区-街道1,主题大类3,主题小类3-2,否,是,是,承办单位C,TS00095,主体类型1,TP00011,地点类型2,A00033,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0234。,1,2
235,2024-03-26,P00216,甲区,甲区-街道1,主题大类1,主题小类1-1,是,否,是,承办单位D,TS00137,主体类型1,TP00063,地点类型4,A00079,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0235。,2,4
236,2024-05-02,P00005,甲区,甲区-街道1,主题大类2,主题小类2-2,否,是,否,承办单位A,TS00093,主体类型4,TP00128,地点类型2,A00042,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0236。,7,4
237,2024-03-04,P00033,乙区,乙区-街道3,主题大类1,主题小类1-2,否,是,是,承办单位B,,,TP00075,地点类型5,A00061,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0237。,4,4
238,2024-03-13,P00108,丙区,丙区-街道2,主题大类3,主题小类3-1,否,否,否,承办单位A,,,,,A00002,1,0,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0238。,2,14
239,2024-03-26,P00056,乙区,乙区-街道3,主题大类4,主题小类4-1,是,是,否,承办单位C,TS00139,主体类型2,TP00180,地点类型5,A00087,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0239。,2,6
240,2024-03-05,P00002,丙区,丙区-街道2,主题大类4,主题小类4-2,是,否,否,承办单位E,TS00044,主体类型4,TP00056,地点类型1,A00084,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0240。,14,3
241,2024-04-18,,甲区,甲区-街道1,主题大类3,主题小类3-1,是,是,否,承办单位D,TS00087,主体类型3,TP00175,地点类型3,A00022,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0241。,0,7
242,2024-03-20,P00024,丙区,丙区-街道2,主题大类3,主题小类3-1,是,是,否,承办单位A,TS00106,主体类型1,,,A00001,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0242。,5,22
243,2024-05-16,P00018,甲区,甲区-街道3,主题大类1,主题小类1-2,否,否,否,承办单位B,TS00149,主体类型2,TP00185,地点类型5,A00113,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0243。,6,2
244,2024-05-16,P00137,乙区,乙区-街道2,主题大类2,主题小类2-1,是,否,否,承办单位C,TS00113,主体类型2,TP00197,地点类型3,A00034,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0244。,1,2
245,2024-05-08,P00001,甲区,甲区-街道2,主题大类1,主题小类1-2,是,否,是,承办单位C,TS00149,主体类型3,TP00089,地点类型1,A00079,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0245。,19,4
246,2024-04-20,P00068,乙区,乙区-街道3,主题大类2,主题小类2-2,是,是,否,承办单位A,,,TP00103,地点类型1,A00061,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0246。,2,4
247,2024-05-07,P00004,乙区,乙区-街道2,主题大类2,主题小类2-1,否,否,否,承办单位A,TS00008,主体类型2,TP00079,地点类型1,A00094,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0247。,7,3
248,2024-04-19,P00114,乙区,乙区-街道1,主题大类1,主题小类1-2,否,否,否,承办单位E,TS00004,主体类型4,,,A00003,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0248。,2,11
249,2024-03-19,P00023,甲区,甲区-街道3,主题大类1,主题小类1-2,否,是,是,承办单位C,TS00100,主体类型3,,,A00047,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0249。,4,4
250,2024-04-18,P00004,乙区,乙区-街道1,主题大类3,主题小类3-2,否,否,否,承办单位E,TS00140,主体类型3,,,A00057,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0250。,7,3
251,2024-03-31,P00231,丙区,丙区-街道2,主题大类3,主题小类3-1,否,否,否,承办单位A,,,TP00055,地点类型4,A00002,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0251。,2,14
252,2024-04-08,P00182,乙区,乙区-街道2,主题大类1,主题小类1-2,否,是,否,承办单位C,TS00007,主体类型1,TP00162,地点类型2,A00107,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0252。,1,4
253,2024-04-05,P00108,丙区,丙区-街道1,主题大类4,主题小类4-2,否,是,否,承办单位E,,,TP00025,地点类型3,A00006,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0253。,2,5
254,2024-05-11,P00015,丙区,丙区-街道1,主题大类4,主题小类4-2,是,否,否,承办单位C,TS00090,主体类型4,TP00131,地点类型2,A00111,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0254。,6,4
255,2024-03-25,P00043,乙区,乙区-街道3,主题大类3,主题小类3-1,否,否,否,承办单位B,TS00013,主体类型3,TP00178,地点类型1,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0255。,2,14
256,2024-03-20,P00026,甲区,甲区-街道1,主题大类1,主题小类1-1,否,否,否,承办单位E,TS00029,主体类型3,TP00044,地点类型5,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0256。,2,0
257,2024-03-05,P00007,丙区,丙区-街道1,主题大类2,主题小类2-2,是,是,否,承办单位A,TS00119,主体类型1,TP00033,地点类型2,A00004,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0257。,4,10
258,2024-04-28,P00021,丙区,丙区-街道3,主题大类2,主题小类2-1,是,否,是,承办单位B,TS00110,主体类型1,,,,0,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0258。,4,0
259,2024-04-27,P00036,乙区,乙区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位D,TS00097,主体类型2,TP00019,地点类型5,A00013,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0259。,3,6
260,2024-04-07,P00008,乙区,乙区-街道1,主题大类3,主题小类3-1,是,是,否,承办单位E,TS00065,主体类型4,TP00112,地点类型4,A00003,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0260。,6,11
261,2024-03-04,P00028,乙区,乙区-街道3,主题大类4,主题小类4-2,是,否,否,承办单位E,,,,,A00024,1,0,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0261。,2,8
262,2024-03-07,P00221,丙区,丙区-街道2,主题大类3,主题小类3-1,是,否,否,承办单位B,TS00060,主体类型1,TP00006,地点类型5,A00049,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0262。,3,6
263,2024-04-08,,乙区,乙区-街道2,主题大类2,主题小类2-1,否,否,否,承办单位B,TS00092,主体类型3,TP00187,地点类型1,A00011,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0263。,0,5
264,2024-03-08,,甲区,甲区-街道3,主题大类4,主题小类4-1,否,是,否,承办单位D,TS00145,主体类型1,TP00113,地点类型3,A00116,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0264。,0,2
265,2024-03-04,P00216,甲区,甲区-街道3,主题大类2,主题小类2-1,是,是,否,承办单位E,TS00116,主体类型3,TP00174,地点类型4,A00090,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0265。,2,3
266,2024-04-13,P00010,甲区,甲区-街道2,主题大类1,主题小类1-2,是,否,否,承办单位E,TS00008,主体类型2,TP00182,地点类型1,A00063,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0266。,6,6
267,2024-04-04,P00002,丙区,丙区-街道1,主题大类3,主题小类3-2,否,是,否,承办单位B,TS00040,主体类型2,TP00147,地点类型2,A00038,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0267。,14,5
268,2024-05-09,P00021,甲区,甲区-街道1,主题大类4,主题小类4-1,是,否,否,承办单位D,TS00082,主体类型3,TP00054,地点类型4,A00056,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0268。,4,2
269,2024-04-17,,乙区,乙区-街道2,主题大类3,主题小类3-2,是,否,否,承办单位D,,,TP00199,地点类型5,A00004,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0269。,0,10
270,2024-04-16,,丙区,丙区-街道3,主题大类3,主题小类3-2,是,否,否,承办单位B,TS00132,主体类型2,TP00024,地点类型5,A00032,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0270。,0,5
271,2024-03-15,P00071,乙区,乙区-街道2,主题大类1,主题小类1-1,否,是,否,承办单位E,TS00098,主体类型3,TP00147,地点类型2,A00027,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0271。,3,4
272,2024-04-24,P00001,甲区,甲区-街道2,主题大类3,主题小类3-2,否,是,否,承办单位A,,,TP00043,地点类型1,A00004,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0272。,19,10
273,2024-03-13,,丙区,丙区-街道2,主题大类2,主题小类2-1,是,是,是,承办单位E,TS00071,主体类型4,TP00070,地点类型5,A00100,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0273。,0,2
274,2024-03-28,,乙区,乙区-街道1,主题大类1,主题小类1-1,否,否,否,承办单位B,,,TP00191,地点类型3,A00013,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0274。,0,6
275,2024-04-26,P00055,甲区,甲区-街道1,主题大类2,主题小类2-2,否,是,否,承办单位D,,,TP00006,地点类型2,A00012,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0275。,1,3
276,2024-04-11,P00191,乙区,乙区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位D,TS00040,主体类型4,TP00021,地点类型2,A00058,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0276。,1,6
277,2024-04-23,P00021,甲区,甲区-街道1,主题大类2,主题小类2-2,是,是,否,承办单位C,,,TP00175,地点类型1,,0,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0277。,4,0
278,2024-04-19,P00012,丙区,丙区-街道2,主题大类4,主题小类4-2,是,是,是,承办单位C,TS00096,主体类型2,TP00097,地点类型5,A00065,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0278。,5,3
279,2024-04-23,P00176,丙区,丙区-街道1,主题大类1,主题小类1-2,是,否,是,承办单位B,TS00069,主体类型2,TP00141,地点类型3,A00092,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0279。,2,3
280,2024-04-27,P00020,乙区,乙区-街道1,主题大类2,主题小类2-1,是,否,否,承办单位E,TS00078,主体类型2,TP00158,地点类型2,A00111,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0280。,5,4
281,2024-03-15,P00023,乙区,乙区-街道2,主题大类1,主题小类1-1,否,是,否,承办单位E,,,TP00109,地点类型5,A00084,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0281。,4,3
282,2024-03-25,P00226,乙区,乙区-街道1,主题大类1,主题小类1-2,否,否,否,承办单位E,TS00110,主体类型1,,,A00010,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0282。,1,6
283,2024-04-09,P00001,乙区,乙区-街道2,主题大类4,主题小类4-1,是,是,否,承办单位B,TS00143,主体类型3,TP00006,地点类型4,A00075,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0283。,19,2
284,2024-05-05,P00023,乙区,乙区-街道1,主题大类2,主题小类2-2,否,否,否,承办单位B,TS00113,主体类型4,TP00020,地点类型2,A00018,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0284。,4,3
285,2024-03-26,P00012,乙区,乙区-街道2,主题大类2,主题小类2-2,否,是,否,承办单位A,TS00016,主体类型3,TP00118,地点类型5,A00061,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0285。,5,4
286,2024-03-13,P00212,丙区,丙区-街道3,主题大类1,主题小类1-2,是,否,否,承办单位D,TS00031,主体类型2,TP00150,地点类型3,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0286。,1,14
287,2024-03-07,P00002,甲区,甲区-街道2,主题大类3,主题小类3-1,是,是,否,承办单位A,TS00101,主体类型4,TP00092,地点类型4,A00072,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0287。,14,2
288,2024-04-21,P00003,丙区,丙区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位E,TS00001,主体类型3,TP00042,地点类型1,A00092,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0288。,11,3
289,2024-04-19,P00009,乙区,乙区-街道3,主题大类3,主题小类3-2,是,是,是,承办单位E,TS00110,主体类型4,TP00089,地点类型4,A00087,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0289。,3,6
290,2024-03-14,P00004,甲区,甲区-街道1,主题大类3,主题小类3-2,是,否,否,承办单位E,TS00068,主体类型1,TP00087,地点类型1,A00077,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0290。,7,5
291,2024-03-23,P00018,丙区,丙区-街道2,主题大类2,主题小类2-2,是,否,是,承办单位A,,,TP00112,地点类型3,A00019,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0291。,6,3
